1	Saudi Arabia	        8,728,000
2	Russia	        5,430,000
3	United Arab Emirates	        2,700,000
4	Iran	        2,400,000
5	Kuwait	        2,349,000
6	Nigeria	        2,327,000
7	European Union	        2,196,000
8	Venezuela	        2,182,000
9	Norway	        2,150,000
10	Canada	        2,001,000
11	Iraq	        1,910,000
12	Algeria	        1,891,000
13	United States	        1,704,000
14	Netherlands	        1,660,000
15	Libya	        1,542,000
16	Angola	        1,407,000
17	United Kingdom	        1,393,000
18	Singapore	        1,374,000
19	Kazakhstan	        1,345,000
20	Mexico	        1,225,000
21	Korea, South	         907,100
22	Qatar	         753,000
23	India	         738,600
24	France	         597,800
25	Oman	         593,700
26	Italy	         586,900
27	Brazil	         570,100
28	Germany	         536,600
29	Azerbaijan	         528,900
30	Malaysia	         511,900
31	Belgium	         433,700
32	Virgin Islands	         388,000
33	China	         388,000
34	Japan	         380,900
35	Equatorial Guinea	         362,900
36	Ecuador	         338,000
37	Indonesia	         322,000
38	Argentina	         314,400
39	Australia	         311,900
40	Belarus	         303,900
41	Sudan	         303,800
42	Taiwan	         303,000
43	Colombia	         294,000
44	Yemen	         274,400
45	Thailand	         269,100
46	Denmark	         268,500
47	Sweden	         248,500
48	Trinidad and Tobago	         248,300
49	Congo, Republic of the	         241,100
50	Bahrain	         238,300
51	Aruba	         231,100
52	Gabon	         227,300
53	Spain	         218,600
54	Vietnam	         171,500
55	Chad	         157,900
56	Syria	         155,000
57	Ukraine	         154,400
58	Greece	         153,000
59	Brunei	         152,900
60	Lithuania	         137,200
61	Turkey	         133,100
62	Finland	         130,500
63	South Africa	         128,500
64	Cote d'Ivoire	         115,700
65	Romania	         115,600
66	Cameroon	         107,100
67	Timor-Leste	         100,900
68	Egypt	          89,300
69	Tunisia	          77,130
70	Bulgaria	          76,570
71	Slovakia	          75,110
72	Israel	          69,580
73	Peru	          68,640
74	Poland	          65,280
75	New Zealand	          54,560
76	Portugal	          53,660
77	Austria	          50,410
78	Chile	          49,250
79	Croatia	          43,750
80	Bahamas, The	          41,570
81	Turkmenistan	          38,360
82	Papua New Guinea	          32,490
83	Mauritania	          30,620
84	Pakistan	          30,090
85	Czech Republic	          29,670
86	Philippines	          28,900
87	Guatemala	          21,850
88	Congo, Democratic Republic of the	          20,090
89	Ireland	          19,270
90	Morocco	          17,420
91	Puerto Rico	          16,520
92	Switzerland	          10,680
93	Hong Kong	          10,020
94	Benin	           8,770
95	Macedonia	           8,594
96	Estonia	           7,280
97	Kenya	           7,270
98	Uzbekistan	           6,104
99	Latvia	           5,873
100	Mongolia	           5,834
101	Senegal	           5,653
102	Bolivia	           5,621
103	Serbia	           5,045
104	Ghana	           4,843
105	Panama	           4,803
106	Uruguay	           4,353
107	Suriname	           4,308
108	Bangladesh	           2,612
109	Fiji	           2,455
110	Belize	           2,260
111	Burma	           2,200
112	Costa Rica	           2,117
113	El Salvador	           1,927
114	Iceland	           1,915
115	Kyrgyzstan	           1,890
116	Barbados	           1,750
117	Togo	           1,547
118	Georgia	           1,486
119	Somalia	           1,475
120	Greenland	           1,183
121	Sri Lanka	            968
122	Albania	            749
123	New Caledonia	            645
124	West Bank	            511
125	Sierra Leone	            502
126	Madagascar	            365
127	Tajikistan	            349
128	Montenegro	            314
129	Zambia	            275
130	Antigua and Barbuda	            219
131	Nicaragua	            213
132	Bosnia and Herzegovina	            192
133	Luxembourg	             63
134	Gambia, The	             42
135	Moldova	             36
136	Liberia	             23
137	Djibouti	             19
138	Saint Vincent and the Grenadines	              0
139	British Virgin Islands	              0
140	Namibia	              0
141	Western Sahara	              0
142	Samoa	              0
143	Swaziland	              0
144	Zimbabwe	              0
145	Afghanistan	              0
146	Armenia	              0
147	American Samoa	              0
148	Botswana	              0
149	Bermuda	              0
150	Solomon Islands	              0
151	Bhutan	              0
152	Burundi	              0
153	Cambodia	              0
154	Cayman Islands	              0
155	Comoros	              0
156	Central African Republic	              0
157	Cuba	              0
158	Cape Verde	              0
159	Cook Islands	              0
160	Cyprus	              0
161	Dominica	              0
162	Dominican Republic	              0
163	Eritrea	              0
164	Ethiopia	              0
165	Falkland Islands (Islas Malvinas)	              0
166	Faroe Islands	              0
167	French Polynesia	              0
168	Gibraltar	              0
169	Grenada	              0
170	Guinea	              0
171	Guyana	              0
172	Haiti	              0
173	Honduras	              0
174	Hungary	              0
175	Jamaica	              0
176	Jordan	              0
177	Korea, North	              0
178	Kiribati	              0
179	Laos	              0
180	Lebanon	              0
181	Lesotho	              0
182	Macau	              0
183	Montserrat	              0
184	Malawi	              0
185	Mali	              0
186	Mauritius	              0
187	Malta	              0
188	Maldives	              0
189	Mozambique	              0
190	Niue	              0
191	Niger	              0
192	Vanuatu	              0
193	Nepal	              0
194	Nauru	              0
195	Paraguay	              0
196	Guinea-Bissau	              0
197	Rwanda	              0
198	Saint Pierre and Miquelon	              0
199	Saint Kitts and Nevis	              0
200	Seychelles	              0
201	Saint Helena, Ascension, and Tristan da Cunha	              0
202	Slovenia	              0
203	Saint Lucia	              0
204	Tonga	              0
205	Sao Tome and Principe	              0
206	Tanzania	              0
207	Uganda	              0
208	Burkina Faso	              0
